item_id,price,developer,release_date
445262,36.99,"Team NINJA,KOEI TECMO GAMES CO., LTD.",2016-03-28
429310,9.99,BitCake Studio,2016-03-28
445260,5.99,"Team NINJA,KOEI TECMO GAMES CO., LTD.",2016-03-28
439500,2.99,"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016-03-29
426860,9.99,"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016-03-29
446310,3.99,Hosted Games,2013-06-21
439501,2.99,"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016-03-29
438780,9.99,Layer games,2016-03-29
436589,2.99,Ubisoft - San Francisco,2016-03-29
436590,2.99,Ubisoft - San Francisco,2016-03-29
436592,2.99,Ubisoft - San Francisco,2016-03-29
436593,9.99,Ubisoft - San Francisco,2016-03-29
436591,2.99,Ubisoft - San Francisco,2016-03-29
440720,8.99,SVGames,2016-03-29
457710,0.99,Faton,2014-04-28
257850,19.99,Heart Machine,2016-03-31
422980,4.99,Beyond Technical Inc.,2016-03-31
441060,4.99,Sapphire Dragon Productions,2016-03-31
437000,19.99,Arc System Works,2016-03-31
345990,14.99,Ankama Studio,2016-03-31
420500,9.99,Arcane Four Studios,2016-03-31
419110,2.99,Crystal Dynamics,2016-03-31
448610,0.99,17Studio,2016-03-29
448570,Free to Play,CloudTheWolf Games,2016-04-01
442770,9.99,beyondthosehills,2016-04-01
456430,1.99,Argali Entertainment,2016-04-01
400360,19.99,Vertigo Games,2016-04-01
456470,0.99,Big Fat Alien,2016-04-01
457490,1.99,Afterthought Studios,2016-04-02
457450,2.99,Ratalaika Games S.L.,2016-07-21
420550,9.99,OutOfTheBit Ltd,2016-04-04
327220,19.99,Daedalic Entertainment,2015-07-02
432990,2.99,iFun4all S.A.,2016-04-04
449220,0.99,RMAL,2016-04-05
436121,5.99,Paradox Development Studio,2016-04-05
436120,14.99,Paradox Development Studio,2016-04-05
443720,2.49,Paradox Development Studio,2016-04-05
458030,6.99,Casualogic,2016-04-05
358830,9.99,Pyrodactyl,2016-04-05
439690,4.99,Pyrodactyl,2016-04-05
65217,19.99,Oovee® Game Studios,2016-04-05
428603,4.99,"Pyramid,Chara-Ani",2016-04-06
428605,4.99,"Pyramid,Chara-Ani",2016-04-06
428604,4.99,"Pyramid,Chara-Ani",2016-04-06
444800,3.99,Evil Indie Games,2016-04-07
408240,4.99,Geomertex,2016-04-07
376941,6.99,Dovetail Games,2016-04-07
376940,19.99,Dovetail Games,2016-04-07
405550,9.99,FobTi interactive,2016-01-01
425380,0.99,RosePortal Games,2016-04-08
427640,2.99,"Qiwi Games, LLC,Graveck",2015-12-16
443580,Free,LWNA,2016-04-07
434540,7.99,GamesCafe,2016-04-07
461020,3.99,Illuminated Games,2016-04-07
446250,4.99,Byulbram,2016-04-08
444390,4.99,Nussoft,2016-04-08
423800,8.99,Nonadecimal Creative,2016-04-08
443970,19.99,Profenix Studio SRLS,2016-04-08
338310,19.99,Cardboard Keep,2016-04-08
394010,2.99,Crusty Squirrel,2016-04-11
455980,19.99,Suncrash,2016-04-11
377140,17.99,Red Abyss Software,2016-04-09
452960,4.99,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",2016-04-11
427470,14.99,Positech Games,2016-04-12
456280,4.99,Massive Entertainment,2016-04-12
436598,2.99,Ubisoft - San Francisco,2016-04-12
436599,2.99,Ubisoft - San Francisco,2016-04-12
436600,2.99,Ubisoft - San Francisco,2016-04-12
436601,2.99,Ubisoft - San Francisco,2016-04-12
411870,3.99,Frogames,2016-04-13
388475,2.99,SCS Software,2016-04-13
450550,2.99,SCS Software,2016-04-13
453820,0.99,Mihai Morosanu,2016-04-13
406290,14.99,"Playdek, Inc.",2016-04-13
451710,4.99,Handelabra Games Inc.,2016-04-13
405530,2.99,Some-Fish,2016-04-13
431500,Free to Play,Cadence Games,2016-04-13
432720,12.99,Gregor Panič,2016-04-13
439940,Free to Play,Fallen Snow Studios,2016-04-14
461010,0.99,MGP Studios,2016-04-14
408640,14.99,Studio Saizensen,2016-04-14
461090,15.99,Aratog LLC,2016-04-14
462550,0.99,Pirate Software,2016-04-14
458820,5.99,DMD 'Ware,2016-04-14
457610,7.99,N3V Games,2016-04-14
461400,2.99,Rootify,2016-04-14
366260,6.99,"SNK CORPORATION,DotEmu",2016-04-14
414290,4.99,IndieMax,2016-04-15
432480,9.99,Touch Orchestra,2016-04-15
431430,4.99,Diminished Studios,2016-04-15
462740,19.99,"SmiteWorks USA, LLC",2016-04-18
460030,18.99,"Team NINJA,KOEI TECMO GAMES CO., LTD.",2016-04-18
445130,Free to Play,Lemonsucker Games,2016-04-18
415150,9.99,DotEmu,2016-04-18
424780,Free to Play,Imperia Online LTD,2016-04-15
459240,0.99,Itanimulli Games,2016-04-15
458380,39.99,Liar-soft,2016-04-15
300260,9.99,Data Realms,2016-04-15
461200,4.99,Alexander Byzov,2016-04-15
458400,0.99,team BitClub,2016-04-15
394540,1.99,team BitClub,2016-04-15
444870,6.99,The Major Game Company,2016-04-16
436607,7.99,Ubisoft - San Francisco,2016-04-19
435111,1.99,Techland,2016-04-19
365200,7.99,Pop Sandbox,2016-04-19
463850,2.99,"Rageborn Studio, LLC",2016-04-19
455830,9.99,3 Fright,2016-11-14
371010,9.99,Autarca,2015-07-14
425440,7.99,Stoic,2016-04-19
376934,19.99,Digital Train Model,2016-04-19
394160,3.99,BANDAI NAMCO Studios Inc.,2016-04-19
375210,14.99,Particle Studios,2016-04-19
403400,3.99,BANDAI NAMCO Studios Inc.,2016-04-19
403410,3.99,BANDAI NAMCO Studios Inc.,2016-04-19
403430,3.99,BANDAI NAMCO Studios Inc.,2016-04-19
454800,29.99,N3V Games,2016-04-19
411370,24.99,FRENCH-BREAD,2016-04-19
463010,2.99,SiBear,2016-04-22
462220,4.99,EnsenaSoft,2016-04-22
429280,4.99,Wellore,2016-04-22
444250,Free,Mojang,2017-01-27
461140,9.99,Mystic Games,2016-04-22
446020,14.99,Minskworks,2016-04-22
455030,1.99,3DDUO,2016-04-22
451640,19.99,Winter Wolves,2016-04-27
454030,4.99,Brainwashing Games,2016-04-22
464640,1.99,Aeonic Entertainment,2016-04-22
451680,4.99,Winter Wolves,2016-03-30
463320,6.99,Choice of Games,2016-04-22
428830,2.99,3DDUO,2016-04-22
464380,3.99,Hosted Games,2016-04-22
433744,24.99,Military Visualizations,2016-04-22
464860,4.99,BplusGames,2016-04-22
427250,14.99,Petroglyph,2016-04-22
462170,3.99,Petroglyph,2016-04-22
410810,Free to Play,Great War Team,2016-04-22
379210,7.99,Unlok,2016-04-22
458060,0.99,Seraphim Creations,2016-04-22
464130,0.99,Aldorlea Games,2016-04-22
332410,9.99,Aldorlea Games,2016-04-22
449710,5.99,Hexage,2016-04-22
338130,9.99,HeroCraft,2016-04-22
428940,6.99,Alex Woodcock,2015-11-29
397320,14.99,Odin Game Studio,2016-04-22
461520,4.99,The_Kiddy,2016-04-23
454420,9.99,Luandun Games Pte. Ltd.,2016-04-22
463390,Free,Keinart Lobre,2016-03-28
363250,2.99,Plain Concepts Corp,2016-04-25
455270,16.99,Sector3 Studios,2016-04-25
464180,2.99,Oointah,2016-04-21
455280,34.99,Sector3 Studios,2016-04-25
464230,0.99,RunServer,2016-04-25
463310,1.99,Érico Temponi,2016-04-23
370940,9.99,"MindShaft Games, LLC",2016-04-25
251270,14.99,GrisGris,2016-04-25
350271,4.99,Days of Wonder,2016-04-25
434490,6.99,HyperBerry Games,2016-04-25
426926,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
426927,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
426928,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
426929,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
426990,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
426993,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
426994,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
426991,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
426995,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
426992,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
426998,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
426996,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
426997,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
426999,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
427001,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
427000,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
462960,1.99,GrabTheGames Studios,2016-04-26
461750,Free,Specter Game Studios,2016-04-19
433242,6.99,Blackbird Interactive,2016-04-26
430120,9.99,ICE Entertainment,2016-04-25
460240,44.99,ICE Entertainment,2016-04-25
461230,2.99,"Kastriot Sulejmani,Logan Gerrol",2016-04-26
465530,0.99,Roman Kozhukhov,2016-04-27
284410,19.99,Overflow,2016-04-26
428430,2.99,Unika Games,2016-04-26
458640,5.99,Twice Circled,2016-04-26
466250,19.99,"SmiteWorks USA, LLC",2016-04-26
360280,9.99,The Odd Gentlemen,2016-04-26
436608,2.99,Ubisoft - San Francisco,2016-04-26
436609,2.99,Ubisoft - San Francisco,2016-04-26
436610,2.99,Ubisoft - San Francisco,2016-04-26
436611,7.99,Ubisoft - San Francisco,2016-04-26
426920,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
415480,29.99,"Idea Factory,Compile Heart,Sting",2016-04-26
426922,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
426921,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
426923,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
426924,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
464810,Free To Play,Keinart Lobre,2016-04-26
456050,5.99,Digital Confectioners,2016-04-26
436160,Free to Play,NIKITA ONLINE,2016-04-27
426925,0.99,"Idea Factory,Compile Heart,Sting",2016-04-26
462950,4.99,TEN10 Games,2016-04-26
443650,9.99,Outsider Games,2016-04-27
465210,4.99,Outsider Games,2016-04-27
458530,4.99,Fishing Cactus,2016-04-06
387290,19.99,Moon Studios GmbH,2016-04-27
465980,9.99,Moon Studios GmbH,2016-04-27
466390,Free,Moon Studios GmbH,2016-04-27
465691,1.99,Shotgun Surgeon,2016-04-27
387984,7.99,Ronimo Games,2016-04-27
456440,3.99,Tayfun Tuna,2016-04-27
462730,3.99,Lonely Troops,2008-10-19
463200,0.99,Tayfun Tuna,2016-04-27
458830,4.99,Cherry Pop Games,2016-04-27
457600,7.99,vdweller,2016-04-27
461040,4.99,TECOPARK,2016-04-28
367890,2.99,Jagex,2015-10-01
399836,4.49,Ronimo Games,2016-04-27
444790,2.99,Daniil Hasanov,2016-04-27
461890,1.99,Outlands,2016-04-27
463210,0.99,Lapovich,2016-04-27
439960,19.99,Riveted Games,2016-04-27
438130,34.99,"Yeti,Regista",2016-04-27
366230,7.99,"SNK CORPORATION,DotEmu",2016-04-27
463240,4.99,IndieKeep Games,Apr 2016
461280,1.99,Ryan Silberman,2017-02-22
376945,19.99,Dovetail Games,2016-04-28
435740,99.99,CyberLink,2016-04-28
362350,4.99,Plain Concepts Corp,2016-04-28
465730,Free,Anticto,2016-04-28
222573,19.99,Reppo,2016-04-28
463000,0.99,Wang Liwen,2016-04-28
271240,19.99,Mohawk Games,2016-04-28
329280,Free to Play,Animus Interactive Inc,2016-04-28
446450,4.99,United Independent Entertainment GmbH,2016-04-28
461130,2.99,Mohawk Games,2016-04-28
462280,9.99,Mohawk Games,2016-04-28
433745,39.99,Military Visualisations,2016-04-28
454560,14.99,"Snowfall,Night Node Software",2016-04-28
465600,4.99,"Elias Viglione,Jussi Kukkonen",2016-04-28
340680,15.99,DarkArts Studios,2016-04-28
462830,4.99,Joona Vartiainen,2016-05-02
433746,12.99,Military Visualisations,2016-04-28
436430,3.99,Rival Games Ltd,2016-04-21
433380,9.99,Throw the warped code out,2016-04-28
386080,14.99,Milkstone Studios,2016-04-28
442860,4.99,Vega Play,2016-04-29
377480,14.99,Storm in a Teacup,2016-04-29
448260,3.99,Igrodelsky,2016-04-29
465610,0.99,Little Cloud Games,2016-04-29
448050,0.99,Epic Shrimp,2016-04-29
460890,0.99,RunServer,2016-04-10
463710,0.99,Evermore Game Studios,2016-04-29
456810,4.99,Forever Entertainment S. A.,2016-04-29
465340,0.99,EJRGames,2016-04-29
441850,29.99,Screaming Bee,2016-04-29
436460,1.99,Flox Studios Ltd.,2016-02-25
465830,14.99,Tactic Studios Inc.,2016-04-29
465831,14.99,Tactic Studios Inc.,2016-04-29
446010,19.99,SaintWorks,2016-04-29
303290,34.99,Poni-Pachet SY,2016-04-29
464720,1.99,RosePortal Games,2016-04-29
467300,4.99,Brace Yourself Games,2016-04-29
463050,3.99,"Paper Pirates,Sokolab",2016-04-29
445420,14.99,Xuse,2011-11-03
453400,6.99,Offworld Industries,2016-04-29
459020,4.99,John Wizard,2016-04-29
465320,7.99,Xuse,2016-04-29
464630,6.99,Apar Games,2016-04-30
463040,1.99,Hipix Studio,2016-04-29
465000,5.99,Pavel Zinchenko,2016-04-30
449470,Free to Play,Parallaxian Pty Ltd,2016-04-30
465020,9.99,Aivaras Klimas,2016-05-01
396700,14.99,Gametology,2016-05-02
465130,4.99,Alpheratz*,2016-05-05
443070,9.99,Bad Cast games,2016-05-02
321400,Free To Play,Supra Games,2016-05-02
465832,29.99,Tactic Studios Inc.,2016-05-02
464900,9.99,Bonfire Games,2016-05-02
370910,14.99,Clifftop Games,2016-05-05
373880,1.99,R&amp;G Software,2016-05-02
433750,0.99,"Mikeypoo's Games,David Szymanski",2016-05-03
428540,9.99,Sassybot,2016-05-03
436617,11.99,Ubisoft - San Francisco,2016-05-03
436612,2.99,Ubisoft - San Francisco,2016-05-03
436614,2.99,Ubisoft - San Francisco,2016-05-03
436613,2.99,Ubisoft - San Francisco,2016-05-03
436616,2.99,Ubisoft - San Francisco,2016-05-03
436615,2.99,Ubisoft - San Francisco,2016-05-03
288140,34.99,PERFECT PARALLEL,2016-05-03
449390,2.99,"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016-05-03
448020,4.99,HFM Games,2016-05-03
394230,Free to Play,Gearbox Software,2016-05-03
385560,14.99,ChAIR Entertainment,2016-05-03
435519,4.99,Rob Howland,2016-05-03
452950,19.99,Imagitech,2016-05-06
453090,19.99,Texel Raptor,2016-05-05
405000,11.99,Whalegun,2016-05-05
408110,4.99,"Timushev Vladimir,Composer-Motorin Dmitry (Djinotan)",2016-05-05
461880,2.99,Atum Software,2016-05-05
468520,6.99,"SmiteWorks USA, LLC",2016-05-05
468610,6.99,"SmiteWorks USA, LLC",2016-05-05
471310,5.99,"SmiteWorks USA, LLC",2016-05-10
461580,9.99,Coolegion,2016-05-10
420790,Free to Play,Crunchy Games,2016-05-10
461820,Free,Dark Gaia Studios,2016-05-10
436619,2.99,Ubisoft - San Francisco,2016-05-10
436622,9.99,Ubisoft - San Francisco,2016-05-10
350110,24.99,Deck13 Hamburg,2016-05-10
449391,2.99,"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016-05-10
470230,1.99,"Benedict Nichols,Machine 22",2016-05-10
425150,7.99,DEADBIT,2016-05-10
436618,2.99,Ubisoft - San Francisco,2016-05-10
436621,2.99,Ubisoft - San Francisco,2016-05-10
436620,2.99,Ubisoft - San Francisco,2016-05-10
463220,0.99,Robert Alvarez,2016-05-11
471450,Free To Play,Wish Fang,2016-05-10
465930,6.99,Indievision,2016-05-11
469730,0.99,"SnowFlame,Back To Basics Gaming",2016-05-11
384380,4.99,A Crowd of Monsters,2015-12-25
444670,12.99,WONDERFUL LASERS,2016-05-11
460960,2.99,Pilgrim Adventures,2016-05-10
466580,3.99,Marco Tancredi,2016-04-30
471240,4.99,Unknown Worlds Entertainment,2016-05-11
406670,1.99,"Burnin Ape,Onivia Games",2016-05-12
351990,9.99,FOAM Entertainment,2016-05-12
325976,39.99,Milepost Simulations,2016-05-12
453060,9.99,Virtual Racing Industries Ltd.,2016-05-12
468490,0.99,Just1337 Studio,2016-05-12
447000,3.99,Adam Wells,2016-05-12
413500,4.99,"Daniel Snd,Thiago Adamo,Bitten Toast Games Inc.",2016-05-12
451110,19.99,Ankama Studio,2016-05-12
359870,29.99,Square Enix,2016-05-12
462580,4.99,Rionix,2016-05-12
433910,9.99,Fraoula,2016-05-12
466490,9.99,"Gogii Games,World-Loom",2016-05-12
467000,3.99,Astronomic Games,2016-05-12
449420,6.99,Magory.net,2016-05-12
433090,9.99,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)",2016-05-12
470770,2.99,Magory.net,2016-05-12
433200,4.99,Whalebox Studio,2016-05-12
363520,11.99,Whalebox Studio,2016-05-12
456600,1.99,Dan Fornace,2016-05-12
453270,2.99,nobodyshot,2016-05-12
466380,Free,Kingdom Games,2016-05-12
464330,4.99,Dream Reactor,2016-05-13
303310,24.99,Novectacle,2016-05-13
465230,4.99,Dream Reactor,2016-05-13
458790,11.99,Novectacle,2013-05-03
461640,1.99,Chandler Rounsley,2016-05-13
473520,2.99,Nuno Donato,2014-09-23
473510,1.99,NodziGames,2016-05-14
467930,11.99,STUDIO HG,2016-05-16
462660,24.99,Panoramik Inc,2016-05-16
466210,1.99,AngryAngelGames,2016-05-13
473430,14.99,"Digital Skills,The Game Creators",2016-05-16
471250,13.99,"SmiteWorks USA, LLC",2016-05-16
467210,3.99,Kyrylo Kuzyk,2016-05-16
473850,Free,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2016-05-17
223100,29.99,Dambuster Studios,2016-05-17
283640,17.99,Ska Studios,2016-05-17
402310,14.99,Pera Games,2016-03-01
445990,14.99,Dambuster Studios,2016-05-17
449392,2.99,"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016-05-17
471650,9.99,Hyper Hippo Games,2016-05-17
473560,0.99,16bit Nights,2016-05-17
388830,0.99,IOZO GAMES,2016-05-18
366270,7.99,"SNK CORPORATION,DotEmu",2016-05-18
471170,3.99,Lonely Troops,2009-03-29
254320,19.99,Misfits Attic,2016-05-18
368640,9.99,"Nippon Ichi Software, Inc.",2016-05-18
473090,4.99,Arvydas Žemaitis,2016-05-18
461935,1.99,Byzantine Games,2016-05-19
468800,4.99,Code Avarice,2016-05-19
463610,3.99,Hut 90,2016-05-19
443730,5.99,Eugen Systems,2016-05-19
463440,7.99,Hut 90,2016-05-19
448310,Free to Play,varlamov5264,2016-05-19
475180,11.99,Frontier Developments,2016-05-19
472630,2.99,Wreck Tangle Games,2016-05-20
453620,1.99,FlyAnvil,2016-05-10
395100,6.99,Felix Wunderlich,2016-05-20
372490,3.99,SGS Team,2016-05-27
477830,0.99,Felix Wunderlich,2016-05-20
466960,Free,"MPR ART Hallucinations,David Szymanski",2016-05-20
343961,16.99,Jane Rachel Whittaker,2016-05-20
461380,3.99,Warfare Studios,2016-05-20
458750,39.99,PGN Inc,2016-05-22
467950,4.99,Just1337 Studio,2016-05-20
464240,4.99,pixepob,2016-05-22
467850,3.99,RetroRevolution,2016-05-23
470691,1.99,Dan Fornace,2016-05-23
466790,1.99,Hipix Studio,2016-05-21
364880,0.99,Chris Mailloux,2016-05-24
460970,4.99,MagicalTimeBean,2011-02-06
471570,4.99,Kivano,2016-05-24
463810,2.99,ClockStone,2016-05-24
449394,Free To Play,"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016-05-24
466020,9.99,Eipix Entertainment,2016-05-24
474910,4.99,Nawia Games,2016-05-25
454600,Free to Play,Fuero Games,2016-05-24
473670,4.99,HUSH Interactive,2016-05-25
436627,2.99,Ubisoft - San Francisco,2016-05-25
436629,2.99,Ubisoft - San Francisco,2016-05-25
436628,2.99,Ubisoft - San Francisco,2016-05-25
436630,7.99,Ubisoft - San Francisco,2016-05-25
466420,2.99,Storm Sharks Production,2016-05-07
452981,4.99,"Flashback Games,The Lordz Games Studio",2016-05-26
452982,4.99,"Flashback Games,The Lordz Games Studio",2016-05-26
415740,9.99,"Buddy Cops, LLC",2016-05-26
436470,4.99,Pixeljam,2016-05-26
472740,4.99,GHRIAN STUDIO,2016-05-26
467520,49.99,Eversim,2016-05-26
405960,9.99,Hit the Crow,2015-12-03
461030,1.99,Jonathan Mulcahy,2016-05-27
453770,9.99,Green Sauce Games,2016-05-27
453320,12.99,Myoubouh Corp,2016-05-27
407940,4.99,Flump Studios,2016-05-27
473660,Free,Wormwood Studios,2016-05-27
441510,4.99,FlatRedBall,2016-05-27
451900,7.99,David Mccue,2016-03-11
478210,9.99,Hoshko,2016-05-27
470190,3.99,Treyarch,2016-05-27
363990,7.99,Brightrock Games,2016-05-27
437520,4.99,"Jesper The End,Selle Sellink,New Hansen",2016-05-27
466170,Free To Play,Shugasu UG,2016-05-27
411910,49.99,Polychop Simulations,2016-05-27
472490,9.99,treeform,2016-05-27
454260,2.99,Ackmi,2016-05-18
473840,1.99,Random Thoughts Enterainment,1999-03-01
465410,14.99,HellconX™ Games,2016-05-30
465570,18.99,HellconX™ Games,2016-05-30
476470,3.99,"Reverie World Studios, INC",2016-05-30
476240,0.99,Arzola's,2016-05-30
449300,19.99,Wastelands Interactive,2016-05-30
463460,12.99,Liz-Arts,2016-05-30
481490,1.99,COWCAT,2016-05-31
436631,2.99,Ubisoft - San Francisco,2016-05-31
429462,6.99,Sanzaru Games Inc.,2016-05-31
436632,2.99,Ubisoft - San Francisco,2016-05-31
436634,7.99,Ubisoft - San Francisco,2016-05-31
463980,9.99,Righteous Hammer Games,2016-05-31
310370,Free,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita",2016-05-31
460390,7.49,Abbey Games,2016-05-31
483300,4.99,Space Budgie,2016-06-01
391550,14.99,Pixelbomb Games,2016-06-01
461241,0.99,SCS Software,2016-06-01
474010,Free to Play,Monkeys Tales Studio,2016-06-01
436633,2.99,Ubisoft - San Francisco,2016-05-31
420825,Free,Holotech Studios,2016-06-01
420824,Free,Holotech Studios,2016-06-01
477290,0.99,StrangeLight Games,2016-06-01
487050,1.99,Novel Tea Games,2016-06-01
479100,14.99,Antuan Johnson,2016-06-01
485890,0.99,Ductape studio,2016-06-02
482300,1.99,AdroVGames,2016-06-01
486360,4.99,Vidas Salavejus,2016-06-01
431850,4.99,Fluik Entertainment Inc,2016-06-01
457080,19.99,FlySimWare,2016-06-02
467031,0.99,TAMSOFT,2016-06-02
361280,9.99,Gamious,2016-06-02
468280,9.99,"Stellar Jockeys,Gausswerks",2016-06-02
459040,9.99,Cateia,2016-06-02
455460,Free to Play,Stardock Entertainment,2016-06-02
455200,6.99,Large Visible Machine,2016-06-02
485760,Free To Play,YFC games,2016-06-02
366849,5.99,Treyarch,2016-06-02
464511,0.99,TAMSOFT,2016-06-02
467030,0.99,TAMSOFT,2016-06-02
464522,2.99,TAMSOFT,2016-06-02
464513,0.99,TAMSOFT,2016-06-02
482221,1.99,TAMSOFT,2016-06-02
482222,1.99,TAMSOFT,2016-06-02
380750,19.99,Anima Project,2016-06-02
467960,5.99,TPP Studio,2016-06-02
453300,4.99,Pon Pon Games,2016-06-02
385380,14.99,Permadeath,2016-06-03
476880,2.99,Starodymov,2016-06-03
485860,1.99,Axel Sonic,2016-06-03
478300,3.99,Focus Multimedia,2016-06-03
478301,6.99,Focus Multimedia,2016-06-03
476450,2.99,"Zachary Berenger,Eli Aldinger",2016-06-03
466030,9.99,Boomzap Entertainment,2016-06-03
442050,2.49,Avalanche Studios,2016-06-03
482420,3.99,Petroglyph,2016-06-03
468726,9.99,"Berserk Games,Cool Mini or Not",2016-06-03
436280,5.99,Harbinger Beard,2016-06-03
483790,1.99,Aeon Dream Studios,2016-06-03
485560,0.99,CGGAMES,2016-06-08
487020,9.99,Andy Jurko (Match Gems),2016-03-29
486210,Free,"Носков Сергей,Дмитрий Николаев",2016-06-06
487370,2.99,ThinkOfGames,2016-06-06
488750,3.99,@unepic_fran,2016-06-07
463270,12.99,@unepic_fran,2016-06-07
436637,2.99,Ubisoft - San Francisco,2016-06-07
436638,2.99,Ubisoft - San Francisco,2016-06-07
436639,2.99,Ubisoft - San Francisco,2016-06-07
340770,2.99,Terminal Press,2016-06-07
486820,0.99,"7Config,BadDoge",2016-06-07
488890,2.99,Vidas Salavejus,2016-02-29
295193,4.99,Eisenbahnwerk,2016-06-08
295197,4.99,Matrix Trains,2016-06-08
442810,Free to Play,Bad Pixel,2016-06-08
486560,1.99,Bad Pixel,2016-06-08
486530,9.99,Bad Pixel,2016-06-08
487610,1.99,VGstudio,2016-06-08
432030,9.99,Wetgenes,2016-06-08
366620,6.99,Bunnycopter,2016-06-07
487420,1.99,2DHD,2016-06-08
489010,7.99,"SmiteWorks USA, LLC",2016-06-08
488930,9.99,"SmiteWorks USA, LLC",2016-06-08
489300,4.99,"SmiteWorks USA, LLC",2016-06-08
462611,1.99,Ekuator Games,2016-06-08
477821,9.99,Gaijin Entertainment,2016-06-09
456200,Free,Colossal Order Ltd.,2016-06-09
411610,7.99,Digital Bounce House,2016-06-09
477750,29.99,"Ageod,HQ",2015-09-03
431640,4.99,JoyBits Ltd.,2016-06-09
291090,2.0,David S Gallant,2012-12-21
485090,1.99,7 Raven Studios,2016-06-07
489450,14.99,"SmiteWorks USA, LLC",2016-06-09
430290,4.99,TRIANGLE SERVICE,2016-06-09
485010,9.99,RebRank,2016-06-09
473710,0.99,Akakiy Petrushkin,2016-06-10
488700,Free,Storm Sharks Production,2016-06-09
485620,0.99,vikingfabian.com,2016-06-09
462213,4.99,"KADOKAWA,JStewart Music",2016-06-10
473100,4.99,TRIANGLE SERVICE,2016-06-09
462081,7.99,"KADOKAWA,Despain",2016-06-10
400490,11.99,Avalanche Studios,2016-06-10
462210,4.99,"KADOKAWA,Michael Rookard",2016-06-10
462211,4.99,"KADOKAWA,Kairi Sawler",2016-06-10
462084,9.99,KADOKAWA,2016-06-10
462083,9.99,"KADOKAWA,PV Games",2016-06-10
350640,49.99,Frogwares,2016-06-10
435480,14.99,"Redlynx,Ubisoft Kiev",2016-06-13
466060,9.99,Artogon Corp.,2016-06-11
489700,1.99,Inferno Games,2016-06-03
484890,3.99,Extend Mode,2016-06-12
488280,0.99,AZAMATIKA,2016-06-13
490860,4.99,Fading Club,2016-06-13
488620,2.99,HyperBerry Games,2016-06-13
488640,4.99,Inmatrix LTD,2016-06-13
404060,4.99,Inmatrix LTD,2016-06-13
458450,4.99,Worldgame entertainement,2016-05-24
491160,4.0,Ballista Studios IVS,2016-06-14
491300,0.99,Faton,2016-06-13
485600,4.99,"Alec Smith,Dane Winn",2016-06-14
454180,2.99,Anea_Duo_Dev,2016-03-28
488580,1.99,Russpuppy,2016-06-14
436641,2.99,Ubisoft - San Francisco,2016-06-14
485080,3.99,Lonely Troops,2010-09-03
490330,34.99,Freejam,2016-06-15
484860,3.99,Stardock Entertainment,2016-06-15
466070,6.99,Blue Lizard Games Inc.,2016-06-15
487520,Free To Play,FiolaSoft Studio,2016-06-15
458330,9.99,Bludgeonsoft,2016-06-15
490230,0.99,Walter Machado,2016-06-15
491840,19.99,"SmiteWorks USA, LLC",2016-06-15
457087,24.99,Virtavia,2016-06-15
457088,12.99,Vidan Design,2016-06-15
478034,1.99,Magic Pixel Kft.,2016-06-16
491680,19.99,"SmiteWorks USA, LLC",2016-06-15
467037,0.99,TAMSOFT,2016-06-15
467035,0.99,TAMSOFT,2016-06-15
467039,1.99,TAMSOFT,2016-06-15
467036,0.99,TAMSOFT,2016-06-15
486190,9.99,Magic Pixel Kft.,2016-06-16
485143,1.99,Magic Pixel Kft.,2016-06-16
478031,1.99,Magic Pixel Kft.,2016-06-16
